Neighbourhood ID,Neighbourhood Name,Neighbourhood Latitude,Neighbourhood Longitude,Venue ID,Venue Name,Venue Category,Venue Latitude,Venue Longitude
94,Wychwood,43.6769192679,-79.425514947,4b50ff62f964a520b43c27e3,Dragon Delight,Chinese Restaurant,43.68076539930795,-79.43107936159058
94,Wychwood,43.6769192679,-79.425514947,52418b0b7e48222eea81d2d2,Pukka Restaurant,Indian Restaurant,43.68105502412986,-79.4291869567722
94,Wychwood,43.6769192679,-79.425514947,4ada3289f964a520d71f21e3,The Stockyards,BBQ Joint,43.681570353914765,-79.4262096115835
94,Wychwood,43.6769192679,-79.425514947,5748bdbf498e3b6d10222371,Bar Ape,Ice Cream Shop,43.68157039469145,-79.42779661718437
94,Wychwood,43.6769192679,-79.425514947,4aeb7abbf964a52080c221e3,Ferro Bar Cafe,Italian Restaurant,43.68107983140924,-79.4285699237273
94,Wychwood,43.6769192679,-79.425514947,53553241498ec641e3a6b798,Baker and Scone,Café,43.68161443045213,-79.42607528989137
94,Wychwood,43.6769192679,-79.425514947,55a192fb498eba3d2ffb5cc1,Krave Coffee,Coffee Shop,43.68074046687234,-79.42941660923084
94,Wychwood,43.6769192679,-79.425514947,513b869de4b02424662a1f42,Asada Mexican Grill,Mexican Restaurant,43.68063435437249,-79.43071960521455
94,Wychwood,43.6769192679,-79.425514947,4ae45ae0f964a5201d9a21e3,Pain Perdu,American Restaurant,43.68140733172792,-79.42733237382963
94,Wychwood,43.6769192679,-79.425514947,51e4b251498e1df3a736a016,Aviv,Jewish Restaurant,43.6807858,-79.4291666
94,Wychwood,43.6769192679,-79.425514947,4ae09642f964a520a68021e3,Savera Indian Cuisine,Indian Restaurant,43.68057841847422,-79.4308324116619
94,Wychwood,43.6769192679,-79.425514947,4b0c689af964a520a63c23e3,The Rushton,Restaurant,43.68138642185842,-79.42780059787597
94,Wychwood,43.6769192679,-79.425514947,51d62df3498e4812ead1ca3a,South St. Burger,Burger Joint,43.681229019712596,-79.42792927601594
94,Wychwood,43.6769192679,-79.425514947,581cc52b8d169071e52cde38,NODO,Italian Restaurant,43.681156,-79.429857
94,Wychwood,43.6769192679,-79.425514947,4fd28998e4b03f13ec1d37f9,The Piper's Pub,Restaurant,43.68103119111243,-79.42934478370216
94,Wychwood,43.6769192679,-79.425514947,4b80810ff964a520367830e3,Nama Sushi,Sushi Restaurant,43.681255,-79.42816
94,Wychwood,43.6769192679,-79.425514947,4bf5bea95e800f47ed1ee6d4,McDonald's,Fast Food Restaurant,43.68175823904737,-79.42694977578196
94,Wychwood,43.6769192679,-79.425514947,4c0bb1546071a593e090e132,Dimitra's Bistro,Greek Restaurant,43.680981,-79.429291
94,Wychwood,43.6769192679,-79.425514947,4b6f0c25f964a52060d92ce3,CocoaLatte,Café,43.68176818183194,-79.42515763384645
94,Wychwood,43.6769192679,-79.425514947,4b5b534cf964a520b4f428e3,Churrasco of St. Clair,Portuguese Restaurant,43.68168056638893,-79.42545291671884
94,Wychwood,43.6769192679,-79.425514947,4b815c39f964a52072a130e3,Leah's,Bakery,43.682052866903014,-79.42354681657915
94,Wychwood,43.6769192679,-79.425514947,5047c42ee4b0451520815721,Moong Sushi,Sushi Restaurant,43.68254492330092,-79.42194999656803
94,Wychwood,43.6769192679,-79.425514947,4b2ad6e0f964a5209cb024e3,Vannis Bar & Grill,Italian Restaurant,43.68182171159587,-79.4253678427442
94,Wychwood,43.6769192679,-79.425514947,53dec142498e2c0cf1b311b1,Sea Witch Fish and Chips,Fish & Chips Shop,43.68211157702951,-79.42397462795375
94,Wychwood,43.6769192679,-79.425514947,4b5b9cd0f964a520f10a29e3,Mezzetta,Mediterranean Restaurant,43.681652028150964,-79.425435746772
94,Wychwood,43.6769192679,-79.425514947,57acf896498e5988a81250aa,Lasa by Lamesa,Filipino Restaurant,43.68219624717089,-79.42325592041016
94,Wychwood,43.6769192679,-79.425514947,4af87f52f964a520d30d22e3,El Rincon Mexicano,Mexican Restaurant,43.68193784455996,-79.42452611263825
94,Wychwood,43.6769192679,-79.425514947,5ab5ab956a5950151bd1e7d6,Tim Hortons,Coffee Shop,43.682716,-79.42117
94,Wychwood,43.6769192679,-79.425514947,4ae4c52cf964a520f79d21e3,World Class Bakers,Bakery,43.68160556861528,-79.42576614093647
94,Wychwood,43.6769192679,-79.425514947,4d3a0fee49cb236ae622b647,Chuck & Co.,Burger Joint,43.68175,-79.425295
94,Wychwood,43.6769192679,-79.425514947,4db5988ea86e8d27079aa34d,Clay,Shop & Service,43.681766,-79.424753
94,Wychwood,43.6769192679,-79.425514947,595aa8ec1c0b3450c991b138,Hone Fitness,Gym / Fitness Center,43.68247979910551,-79.42159990333198
94,Wychwood,43.6769192679,-79.425514947,4c7ff5412f1c236aed5a2243,Convenience,Convenience Store,43.681652686456566,-79.42557820449412
94,Wychwood,43.6769192679,-79.425514947,4ad4c05cf964a52018f620e3,Dutch Dreams,Ice Cream Shop,43.68218165964713,-79.41889275697524
94,Wychwood,43.6769192679,-79.425514947,5557fce2498e63ff8af4ce9f,Booyah,Ice Cream Shop,43.681743588143384,-79.41801062262026
94,Wychwood,43.6769192679,-79.425514947,511c8931d86c4ff3cde9bc32,Menchie's,Frozen Yogurt Shop,43.68311630000308,-79.41908246794154
94,Wychwood,43.6769192679,-79.425514947,4b16df8ef964a520c4be23e3,Evergreen Natural Health Food,Food & Drink Shop,43.68296541864063,-79.41870841166664
94,Wychwood,43.6769192679,-79.425514947,4c4baeec6e209521135714ec,Albert's Real Jamaican Foods,Caribbean Restaurant,43.683060971578726,-79.4206932229474
94,Wychwood,43.6769192679,-79.425514947,4bcba24ecc8cd13a47dabfcf,Taste of Thai House,Thai Restaurant,43.68273510337587,-79.41966075174597
94,Wychwood,43.6769192679,-79.425514947,4b1dbd1df964a520a41424e3,Shoppers Drug Mart,Pharmacy,43.68263,-79.419261
94,Wychwood,43.6769192679,-79.425514947,4b4923ebf964a520886726e3,Eastern Twist,Indian Restaurant,43.68309249701343,-79.41850065759179
94,Wychwood,43.6769192679,-79.425514947,50eb05bee4b097a7c96c3b36,Pizza Del Arte,Pizza Place,43.683515659161465,-79.41854877571694
94,Wychwood,43.6769192679,-79.425514947,4b992453f964a520466435e3,TD Canada Trust,Bank,43.6832364,-79.4187333
94,Wychwood,43.6769192679,-79.425514947,4aebe163f964a52007c521e3,Pizza Pizza,Pizza Place,43.68283918691625,-79.41956727761838
94,Wychwood,43.6769192679,-79.425514947,4b638558f964a5206b802ae3,Subway,Sandwich Place,43.68292806451969,-79.4184994344239
94,Wychwood,43.6769192679,-79.425514947,526ee66b498ebb6651681650,Gourmet Gringos,Latin American Restaurant,43.680511474609375,-79.4173355102539
94,Wychwood,43.6769192679,-79.425514947,4e407451ae60920b016f1818,Harvey's,Restaurant,43.68291381433591,-79.41851662826758
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4c054753f56c2d7f6d6a1f66,Nikko Sushi Japenese Restaurant,Sushi Restaurant,43.700443369880006,-79.40795690464067
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4bc3583a74a9a593a166d4f6,Oliver jewelry,Jewelry Store,43.70037360267825,-79.4076437784668
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b52a7fdf964a520348527e3,Oriole Park,Park,43.697113532958525,-79.39929342276933
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,522692e57e48dcd95da75845,The Wallace Gastropub,Gastropub,43.69931353346797,-79.39691946842647
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4ad90695f964a520401721e3,Sushi Supreme,Sushi Restaurant,43.70056322248802,-79.39711818948349
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b265df5f964a5209f7a24e3,TD Canada Trust,Bank,43.6995479,-79.3972046
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b4f6b9bf964a520d20527e3,Subway,Sandwich Place,43.69860176351899,-79.39698045718183
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b4ff5d6f964a5205d1a27e3,Tim Hortons,Coffee Shop,43.6985061,-79.3969114
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4ceeef838604a1cd5c79fac0,Avis Car Rental,Rental Car Location,43.698416,-79.397134
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4c8eb2e41664b1f7f193a22f,Fiona Nelson Parkette,Park,43.69938688249057,-79.40023182257725
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4c48e1e36594be9af3245324,Bikkuri Japanese Restaurant,Japanese Restaurant,43.69664436996195,-79.39635256109655
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4c54a7d21b46c9b6b7ccebce,Tokyo Sushi,Sushi Restaurant,43.704145677479275,-79.41063075217247
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,51ce2935498e66d5290f45c9,Sake Bar Kushi,Japanese Restaurant,43.70492346730393,-79.40695373525546
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,50c3aca0e4b08c3b596b19d7,Darbar,Persian Restaurant,43.704863139986706,-79.40774649663494
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4c57591fa7d976b02bbadcee,A&W,Fast Food Restaurant,43.704555,-79.407625
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,59a945aceacf45447d6698c3,Tim Hortons,Coffee Shop,43.70427271689105,-79.40919265153752
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b678903f964a5202d542be3,Petro-Canada,Gas Station,43.7045,-79.407857
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4bf46b66706e20a14355a998,LCBO,Liquor Store,43.7042882088373,-79.40926112581106
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4afb75c5f964a520271e22e3,Kimono,Sushi Restaurant,43.70424116320532,-79.41008497921086
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4ce805a49f776ea8277e5b22,Fireplace Shop,Furniture / Home Store,43.703852413769724,-79.41063384413431
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4ae65d5af964a520ada621e3,Burger Shack,Burger Joint,43.70485530038984,-79.40606744008124
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4db867c77aba66aaf863283b,SXS Fitness Inc.,Gym / Fitness Center,43.704774098682286,-79.40646629702496
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,50970ce6e4b0272e10d9c2cd,Pizza Hut,Pizza Place,43.70496781076741,-79.40577461933502
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b6b758ff964a520270a2ce3,Five Doors North,Italian Restaurant,43.70223554183669,-79.39752587511825
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,573e4cf6498e5c51f2319149,Noorden Food x Bar,Restaurant,43.702814301684576,-79.3976454868861
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4ae5077ef964a52018a021e3,St. Louis Bar & Grill,Bar,43.70156059631898,-79.3975579053515
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4aeb39caf964a520d6bf21e3,Lola Sushi,Sushi Restaurant,43.70190300051086,-79.39754478712398
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4c5f63213986e21eed23924f,Gelato Simply Italian,Ice Cream Shop,43.702080446732495,-79.39747494399498
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4bcf38879854d13a7da3f54d,Eglinton Park,Park,43.70743,-79.405359
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b4bc217f964a520a8a626e3,North Toronto Memorial Community Centre,Gym,43.706097953892986,-79.40433712056412
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4af02c3bf964a520a7da21e3,Boom Breakfast & Co.,Breakfast Spot,43.70574804800791,-79.4034815216249
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b3b85f2f964a520207525e3,DeSerres,Arts & Crafts Store,43.70598785818894,-79.402233380613
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4baf7879f964a5206e023ce3,North Toronto Memorial Arena,Skating Rink,43.7071229205969,-79.40466200931576
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4d38f64abb0d721e1e3a59e3,NTCC Swimming Pool,Gym Pool,43.710552812924895,-79.40578561334489
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4c6c6c486af58cfae2ce8617,Yonge Eglinton Square,Plaza,43.70686372150796,-79.39875096488025
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,57fd61c0498e765c1fcb8dea,Cineplex VIP Yonge & Eglinton,Movie Theater,43.706515446920825,-79.39894967345053
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,53865482498edb61054992bd,Star King,Vietnamese Restaurant,43.70851901243233,-79.39876370631299
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b77f28ff964a520c6af2ee3,Aroma Espresso Bar,Coffee Shop,43.70694387159571,-79.39841321891859
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,55ea13ad498e98f062625d4f,Best Buy,Electronics Store,43.71000147945975,-79.39952357682165
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,517adc9be4b053371ec02d9e,Ritz Caribbean Food,Caribbean Restaurant,43.706485581889645,-79.39976278634985
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b8d59c1f964a52053f632e3,Cinnabon,Bakery,43.70610397581247,-79.39868225423287
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b0dbda1f964a520074f23e3,Green Papaya,Thai Restaurant,43.71007781554357,-79.39911434264397
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b08304bf964a520cf0523e3,RBC Royal Bank,Bank,43.70832419209616,-79.39887920036044
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4c0092fdad46c9b6f5cb8f66,Tim Hortons,Coffee Shop,43.7072643,-79.3995112
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b6b2cfff964a520a6f72be3,Second Cup,Coffee Shop,43.706106,-79.398538
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4cc1dc89914137044f24b055,Subway,Sandwich Place,43.70735910885264,-79.3990236730508
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4be17cf5d816c928d330f0d9,Booster Juice,Juice Bar,43.70750538,-79.39889738
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4e484db0887781a619c3ff58,Urban Outfitters,Clothing Store,43.707945,-79.398767
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4ae1d6cbf964a520d38721e3,Freshii,Salad Place,43.70673202313364,-79.39849981596528
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4c3f24af0596c928c53a8578,A&W,Fast Food Restaurant,43.707563,-79.39885
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b088088f964a520330d23e3,LCBO,Liquor Store,43.70751779865617,-79.39872718977101
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,53fb6edb498ea83bbd755b52,Smoke's Poutinerie,Poutine Place,43.706545650095826,-79.39834295520315
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4e80de0930f8844fb2bd7503,GoodLife Fitness Toronto Yonge Eglinton Centre,Gym,43.707276,-79.399562
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4ad4c061f964a5208cf720e3,The Pickle Barrel,Restaurant,43.70727767865749,-79.39960757147105
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4ad4c063f964a52025f820e3,RioCan Yonge Eglinton Centre,Shopping Mall,43.70735717403714,-79.39869970264397
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,55d757a7498e1bf5bd4620a9,Winners,Department Store,43.706835,-79.398754
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4c13fc2a77cea5938dddcf60,TTC Bus #61 - Avenue Rd,Bus Line,43.70566810856134,-79.40003556756224
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4c8633a8d92ea09359ed6b72,Timothy's World Coffee,Coffee Shop,43.70671799326533,-79.39876567173513
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4d9216f9d7b1236a1a313f38,Sushi Shop (Yonge and Eglinton),Sushi Restaurant,43.70665681143895,-79.39837535392752
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4cc4982f42d1b60c889f1e13,St. Clements - Yonge Parkette,Park,43.71206179547874,-79.40425523454469
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,558b50e1498eb7bbde2fa5c5,Cibo Wine Bar,Italian Restaurant,43.711463877485286,-79.39957014527212
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4b168a88f964a52028ba23e3,lululemon,Clothing Store,43.7134783384539,-79.4000817882245
100,Yonge-Eglinton,43.704689367700006,-79.4035901675,4ad4c05cf964a520dbf520e3,Centro Restaurant & Lounge,Restaurant,43.711421275756265,-79.39960251894776
97,Yonge-St.Clair,43.687858872,-79.3978707687,4e28d64f8877f9158a79c309,De La Salle Arena,Skating Rink,43.6829345444697,-79.39856479897995
97,Yonge-St.Clair,43.687858872,-79.3978707687,4f89f40ee4b0ab0c1b90e2c5,Waxon Waxbar,Spa,43.68282432653121,-79.39197051561601
97,Yonge-St.Clair,43.687858872,-79.3978707687,4bca0140cc8cd13a00acbccf,Manipedi Spa,Spa,43.68262591427311,-79.39187908813057
97,Yonge-St.Clair,43.687858872,-79.3978707687,52fbfe3411d22ddfbf78fe11,kibo sushi house,Sushi Restaurant,43.68272679006777,-79.39227003229884
97,Yonge-St.Clair,43.687858872,-79.3978707687,5890f70e65be581749d7522e,nutbar,Vegetarian / Vegan Restaurant,43.682810954698965,-79.39194466929969
97,Yonge-St.Clair,43.687858872,-79.3978707687,4e246bdd45dd950bb042bdd4,Asahi Sushi,Sushi Restaurant,43.6826855655929,-79.39227015276622
97,Yonge-St.Clair,43.687858872,-79.3978707687,4ae8d996f964a520dbb221e3,Wylie's Neighbourhood Pub,Thai Restaurant,43.68260408062608,-79.3919092842244
97,Yonge-St.Clair,43.687858872,-79.3978707687,4fd91a46e4b0251900cc2ccc,Mephisto Toronto,Shoe Store,43.68256779772277,-79.39186075222963
97,Yonge-St.Clair,43.687858872,-79.3978707687,4d0ce28f1f6bf04dba227a31,L'atelier,Furniture / Home Store,43.6821477133904,-79.39169571631669
97,Yonge-St.Clair,43.687858872,-79.3978707687,4e139dac52b1695f9928560a,Glen Gould Park,Park,43.686617909066435,-79.40145936940466
97,Yonge-St.Clair,43.687858872,-79.3978707687,55c78cef498ec4095e9fba41,LCBO,Liquor Store,43.686990631074885,-79.39923810519545
97,Yonge-St.Clair,43.687858872,-79.3978707687,5a67afb973fe2528841f60f3,The Market By Longo’s,Supermarket,43.686711,-79.399536
97,Yonge-St.Clair,43.687858872,-79.3978707687,53fd3897498ea15f71e72ea9,Starbucks,Coffee Shop,43.686756,-79.398292
97,Yonge-St.Clair,43.687858872,-79.3978707687,590a0b5cda2e007acf8eb4a4,Tim Hortons,Coffee Shop,43.687682,-79.39684
97,Yonge-St.Clair,43.687858872,-79.3978707687,4ae329b1f964a5201d9121e3,Raiders E-Sports Centre,Sports Bar,43.687682915990386,-79.39594439646025
97,Yonge-St.Clair,43.687858872,-79.3978707687,4b15383bf964a52079a923e3,Capocaccia Café,Italian Restaurant,43.68591480236428,-79.39330539038971
97,Yonge-St.Clair,43.687858872,-79.3978707687,5a119e738a6f175e860cac17,Mary Be Kitchen,Restaurant,43.687708,-79.395062
97,Yonge-St.Clair,43.687858872,-79.3978707687,4be349d763609c7439e11bff,Daeco Sushi,Sushi Restaurant,43.68783769992881,-79.39565249242683
97,Yonge-St.Clair,43.687858872,-79.3978707687,52acedc011d2bf5586251c3c,Union Social Eatery,American Restaurant,43.68789522205706,-79.39491559605742
97,Yonge-St.Clair,43.687858872,-79.3978707687,508046d819a95ab643d68731,Sunny Morning Breakfast & Lunch,Breakfast Spot,43.68651181729649,-79.39350718774527
97,Yonge-St.Clair,43.687858872,-79.3978707687,4b59dc68f964a520949c28e3,Boccone Deli Cafe & Pizza,Italian Restaurant,43.68642063905161,-79.39344268093778
97,Yonge-St.Clair,43.687858872,-79.3978707687,56998f0d498eb2bf8d10cd06,Barnsteiner's,Modern European Restaurant,43.685881,-79.39322
97,Yonge-St.Clair,43.687858872,-79.3978707687,58b5b8b81174203467ef8f1b,Baklawa Queen,Bakery,43.686734,-79.393558
97,Yonge-St.Clair,43.687858872,-79.3978707687,4bcb61d368f976b0e0f96083,Nove Trattoria,Italian Restaurant,43.68679543165231,-79.39360906397091
97,Yonge-St.Clair,43.687858872,-79.3978707687,4fde3052e4b0e598b69e8209,Room 2046,Gift Shop,43.68325613345997,-79.39217402739426
97,Yonge-St.Clair,43.687858872,-79.3978707687,4b089cdbf964a520720f23e3,Fionn MacCool's,Pub,43.68792137317272,-79.39478325313542
97,Yonge-St.Clair,43.687858872,-79.3978707687,4b5cc189f964a520724229e3,Pizzaiolo,Pizza Place,43.68799051263145,-79.39463424218918
97,Yonge-St.Clair,43.687858872,-79.3978707687,4d0cf291903d3704cdd8c055,Kiva's,Bagel Shop,43.687983764255456,-79.39471505267664
97,Yonge-St.Clair,43.687858872,-79.3978707687,4cddd6e7aba88cfa63703dd7,Bruno's Fine Foods,Gourmet Shop,43.689800054056796,-79.3992054644729
97,Yonge-St.Clair,43.687858872,-79.3978707687,4bee9a19e8c3c92897d89892,Vita Integrative Health Clinic,Chiropractor,43.68949970008044,-79.39474412970407
97,Yonge-St.Clair,43.687858872,-79.3978707687,4af379edf964a52002ee21e3,Moksha Yoga Uptown,Yoga Studio,43.68879873115129,-79.39448444489447
97,Yonge-St.Clair,43.687858872,-79.3978707687,4ade53eef964a5200c7521e3,Sushi Garden,Sushi Restaurant,43.68988255810127,-79.39490102169809
97,Yonge-St.Clair,43.687858872,-79.3978707687,4ae71a7bf964a52071a821e3,Swiss Chalet,Restaurant,43.68956414569206,-79.39489933175645
97,Yonge-St.Clair,43.687858872,-79.3978707687,4ae71ecef964a5209ea821e3,Subway,Sandwich Place,43.688901172019094,-79.39469890712178
97,Yonge-St.Clair,43.687858872,-79.3978707687,588d1d78a149261a47e1236d,Popeyes Louisiana Kitchen,Fried Chicken Joint,43.6893,-79.395302
97,Yonge-St.Clair,43.687858872,-79.3978707687,4beae255415e20a1ca94e5bb,RBC Royal Bank,Bank,43.68805843886538,-79.39447781672222
97,Yonge-St.Clair,43.687858872,-79.3978707687,4ae9c951f964a5206bb621e3,Sprout,Vietnamese Restaurant,43.687995609133544,-79.39465149552744
97,Yonge-St.Clair,43.687858872,-79.3978707687,4bd4b5885631c9b6a0f9a230,Sushi Gen,Sushi Restaurant,43.68886229852844,-79.3944898110323
97,Yonge-St.Clair,43.687858872,-79.3978707687,4aedd2e6f964a52041cf21e3,New Balance,Shoe Store,43.68890925465886,-79.39448654200733
97,Yonge-St.Clair,43.687858872,-79.3978707687,5140bf40e4b0f3cc496de5d2,Delisle Court,Shopping Mall,43.68905815974208,-79.39479094995559
97,Yonge-St.Clair,43.687858872,-79.3978707687,4bc0be95b492d13accc8a460,Bruno's Fine Foods,Grocery Store,43.68987143802307,-79.39487463645405
97,Yonge-St.Clair,43.687858872,-79.3978707687,59976c8558002c4cce3f66fb,Dollarama,Discount Store,43.689543,-79.395054
97,Yonge-St.Clair,43.687858872,-79.3978707687,4bfc5203e05e0f47b183cfa8,Belt Line Trail - Yonge to Bathurst,Trail,43.69645218701035,-79.40132193775102
97,Yonge-St.Clair,43.687858872,-79.3978707687,5e27ca3c6fe2f800083d4106,Food-Eaze,Business Service,43.69481089025842,-79.40203428268433
97,Yonge-St.Clair,43.687858872,-79.3978707687,4c336c1a7cc0c9b65bc4f19a,Toronto Suites,Hotel,43.69352383954384,-79.39656906682094
27,York University Heights,43.765736490900004,-79.4888829298,50c41017e4b076c8e4514da7,165 Benjamin Boake,Historic Site,43.745926,-79.495985
27,York University Heights,43.765736490900004,-79.4888829298,4c4ba2d8959220a16025cf0f,Dairy Queen,Ice Cream Shop,43.7449494,-79.4874267
27,York University Heights,43.765736490900004,-79.4888829298,4b89a1daf964a520c34732e3,Pizza Pizza,Pizza Place,43.74579054879979,-79.48736151651204
27,York University Heights,43.765736490900004,-79.4888829298,4b980572f964a520a12635e3,Pho Huong Trang,Vietnamese Restaurant,43.74605353996221,-79.48756729686805
